4,27,10,4053.74,4099,4052.5,772.79,0.5851481263488267
4,27,9,4048.1,4062.5,4048.1,177.5,0.1391307779975932
4,27,8,4050.2,4051.1,4046.1,303.72,-0.05187618882931133
4,27,7,4051.5,4054.9,4049.5,192.78,-0.032097180386145396
4,27,6,4058.6,4064,4051.1,459.96,-0.17524373688758033
4,27,5,4040.9,4058.8,4040.9,378.63,0.4361109742275602
4,27,4,4045,4050,4040.7,161.39,-0.1014625454725433
4,27,3,4044.9,4046.9,4040,135.82,0.00247218788628345
4,27,2,4041.1,4045.35,4030.7,171.57,0.09394546218695154
4,27,1,3999,4060,3998.96,1138.09,1.0417955507163867
4,27,0,3992.7,3999,3979.3,329.43,0.157539384846217
3,26,23,3979.3,3996,3978.5,147.96,0.33561249279935623
3,26,22,3981.5,3981.6,3977,75.69,-0.05528610559646552
3,26,21,3983.8,3983.84,3980.7,68.07,-0.057767173175932385
3,26,20,3984.9,3987,3979.6,97.18,-0.02761182790300154
3,26,19,3990.5,3991.6,3981.5,223.78,-0.14053050264747924
3,26,18,3984.7,3992,3984.7,151.82,0.14534519483774488
3,26,17,3981.9,3986,3981.9,236.35,0.07026877807612664
3,26,16,3982.84,3987.7,3979.8,484.67,-0.023606820864415567
3,26,15,3974.7,3984.1,3971.86,253.06,0.204376776370637
3,26,14,3953.1,3974.7,3953.01,186.95,0.5434372405464529
3,26,13,3956.6,3965.8,3951,414.36,-0.08853810933192108
3,26,12,3965.9,3965.9,3955,583.51,-0.23505029570844727
3,26,11,3974.2,3974.3,3965.8,192.6,-0.2092841473562146
3,26,10,3974.41,3977.2,3974.2,106.45,-0.005284082331030504
3,26,9,3980,3980.9,3973.4,196.19,-0.14064980714118747
3,26,8,3962.4,3982,3962.4,390.93,0.44221105527637405
3,26,7,3962.9,3962.9,3955.14,156.25,-0.012618614980823395
3,26,6,3977.3,3977.8,3943.8,485.22,-0.36337025915365473
3,26,5,3979.1,3979.2,3977.2,70.21,-0.04525683252455792
3,26,4,3976.2,3985.5,3975.4,231.23,0.07288080219144888
3,26,3,3979.07,3981.3,3976.2,123.4,-0.07217946783362095
3,26,2,3978.4,3979.22,3978.4,29.29,0.016838105386440816
3,26,1,3976.1,3979.6,3975,47.28,0.057812185803342686
3,26,0,3970,3980.6,3970,134.27,0.1534166645707984
2,25,23,3967.1,3980.5,3966.7,236.19,0.07304785894206134
2,25,22,3947.9,3967.1,3947.9,201.95,0.48398074159965176
2,25,21,3956.66,3957.6,3939.33,325.37,-0.2218901187973188
2,25,20,3968.7,3968.7,3945.02,284.94,-0.3042970586302687
2,25,19,3963.1,3974.2,3939,844.4,0.1411041398946793
2,25,18,4004.91,4011.4,3959.2,494.88,-1.0549822108955027
2,25,17,4026.9,4027,3962.5,1814.23,-0.5490760091987141
2,25,16,4014.8,4029.8,4008,339.69,0.3004792768631006
2,25,15,4035.1,4036.9,4012.3,377.27,-0.5056291720633652
2,25,14,4030.1,4035.1,4027,226.69,0.12391266635275144
2,25,13,4026.96,4042,4026.9,250.47,0.07791369941192272
2,25,12,4042.8,4043,4022.21,331.05,-0.3933488288932523
2,25,11,4042.7,4042.9,4042.7,110.4,0.0024735331948306793
2,25,10,4046,4046,4042.6,91.91,-0.08162861453979531
2,25,9,4042.8,4046,4042.8,53.58,0.07909045971329931
2,25,8,4044.1,4044.2,4042.8,145.49,-0.03215593153258567
2,25,7,4047.5,4047.6,4040.3,107.06,-0.08407309413713904
2,25,6,4047.5,4047.6,4047.4,38.99,0.0
2,25,5,4047.5,4047.6,4047.4,58.53,0.0
2,25,4,4049.9,4049.9,4047.5,89.41,-0.05929586164299394
